Track_name,Track_artist,Track_album_name,Track_album_release_date,Genre,Playlist_name,Playlist_subgenre,Duration_min,Speechiness,Danceability,Energy,Mode,Instrumentalness,Valence,Key,Tempo,Loudness,Acousticness,Liveness,Track_popularity,Popularity_type
ALMAS GEMELAS,Myke Towers,ALMAS GEMELAS,7/22/2021,latin,Reggaeton Hits,reggaeton,3.92,0.057,0.793,0.745,1,0.00019,0.716,7,95,-4.6,0.182,0.293,69,high
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),7/9/2021,pop,Soft Pop Hits,soft,2.36,0.048,0.591,0.764,1,0,0.478,1,169.9,-5.5,0.038,0.103,78,high
Volando - Remix,"Mora, Bad Bunny, Sech",Volando (Remix),7/8/2021,latin,Reggaeton Hits,reggaeton,4.56,0.067,0.659,0.688,1,0,0.632,6,154,-4.6,0.207,0.113,73,high
In A Good Way,Faye Webster,I Know I'm Funny haha,6/25/2021,pop,Bedroom Pop,bedroom,3.74,0.032,0.587,0.286,1,0.0288,0.302,9,71.1,-8.8,0.185,0.214,71,high
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",CALL ME IF YOU GET LOST,6/25/2021,hip-hop,Chill Hop,chill,2.03,0.047,0.493,0.653,0,0,0.852,0,142.3,-5.7,0.269,0.511,73,high
Pepas,Farruko,Pepas,6/24/2021,latin,Reggaeton Hits,reggaeton,4.79,0.034,0.762,0.766,1,0.00007,0.442,7,130,-4,0.008,0.128,76,high
Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",Love Tonight (David Guetta Remix),6/11/2021,electronic,EDM Hits,modern,2.63,0.043,0.621,0.989,0,0.357,0.035,10,126,-4.2,0.015,0.184,74,high
Memories,Maroon 5,JORDI (Deluxe),6/11/2021,pop,Soft Pop Hits,soft,3.16,0.056,0.775,0.327,1,0,0.595,11,91.1,-7.2,0.841,0.082,82,high
Yonaguni,Bad Bunny,Yonaguni,6/4/2021,latin,Reggaeton Hits,reggaeton,3.45,0.118,0.644,0.648,1,0,0.44,1,180,-4.6,0.276,0.135,75,high
2055,Sleepy Hallow,Still Sleep?,6/2/2021,gaming,Top Gaming Tracks,modern,2.07,0.187,0.829,0.512,0,0,0.638,6,80.5,-5.9,0.492,0.12,80,high
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",Leave Before You Love Me,5/21/2021,pop,Soft Pop Hits,soft,2.58,0.04,0.721,0.738,1,0,0.637,7,120,-4.8,0.002,0.118,77,high
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",KHALED KHALED,4/30/2021,hip-hop,Gangster Rap,gangster,3.94,0.286,0.477,0.727,1,0,0.227,2,150.1,-4.1,0.001,0.108,70,high
That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",Slime Language 2,4/16/2021,hip-hop,Trap,trap,3.77,0.05,0.713,0.575,1,0,0.189,1,146,-6.7,0.007,0.169,72,high
Love Story (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),4/9/2021,pop,Soft Pop Hits,soft,3.93,0.031,0.627,0.792,1,0,0.415,2,119.1,-4.3,0.13,0.085,75,high
Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo",Destined 2 Win,4/2/2021,hip-hop,Gangster Rap,gangster,3.87,0.163,0.88,0.575,1,0,0.671,6,120,-6.1,0.415,0.109,71,high
Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo (Remix),4/1/2021,latin,Chill Spanish Vibes,chill,5.36,0.029,0.75,0.522,1,0,0.601,9,110.4,-7,0.282,0.074,78,high
Mood (feat. iann dior),"24kGoldn, iann dior",El Dorado,3/26/2021,gaming,Top Gaming Tracks,modern,2.34,0.036,0.701,0.716,0,0,0.732,7,91,-3.7,0.174,0.324,80,high
EL MAKINON,"KAROL G, Mariah Angeliq",KG0516,3/26/2021,latin,Reggaeton Hits,reggaeton,3.49,0.125,0.635,0.706,0,0,0.443,5,88.9,-3.2,0.256,0.108,70,high
Ghost,Justin Bieber,Justice,3/19/2021,pop,Soft Pop Hits,soft,2.55,0.048,0.601,0.741,1,0.00003,0.441,2,154,-5.6,0.185,0.415,83,high
Chemtrails Over The Country Club,Lana Del Rey,Chemtrails Over The Country Club,3/19/2021,ambient,Dark Academia,academic,4.52,0.064,0.334,0.276,0,0.00025,0.429,4,201,-13.1,0.877,0.113,79,high
Tan Bonita,Piso 21,El Amor En Los Tiempos Del Perreo,3/18/2021,latin,Chill Spanish Vibes,chill,3.53,0.053,0.82,0.804,1,0.00215,0.844,9,111,-7.2,0.175,0.064,68,high
Loading,Central Cee,Wild West,3/12/2021,hip-hop,Gangster Rap,gangster,2.89,0.338,0.85,0.68,0,0,0.694,3,144,-6.2,0.732,0.096,70,high
Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",Scary Hours 2,3/5/2021,hip-hop,Gangster Rap,gangster,3.22,0.286,0.578,0.449,1,0,0.1,1,136,-6.3,0.062,0.119,73,high
512,"Mora, JHAYCO",Primer Dia de Clases,2/5/2021,latin,Reggaeton Hits,reggaeton,3.23,0.148,0.818,0.673,0,0,0.695,4,88,-7.5,0.348,0.172,74,high
M4,"Teto, Matuê",M4,1/20/2021,hip-hop,Trap,trap,2.83,0.204,0.88,0.59,0,0,0.723,8,120,-4.7,0.08,0.184,68,high
Champagne Shots,Sainté,Local Mvp,1/6/2021,hip-hop,Chill Hop,chill,2.4,0.469,0.942,0.441,1,0,0.925,11,135,-11.4,0.493,0.138,68,high
Bandido,"Myke Towers, Juhn",Bandido,12/10/2020,latin,Reggaeton Hits,reggaeton,3.88,0.089,0.713,0.617,1,0,0.682,8,168,-4.6,0.122,0.096,70,high
On Me,Lil Baby,On Me,12/4/2020,hip-hop,Gangster Rap,gangster,2.27,0.392,0.856,0.564,0,0,0.483,6,78,-6.3,0.003,0.134,70,high
telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,12/4/2020,latin,Chill Spanish Vibes,chill,2.67,0.05,0.653,0.524,0,0,0.553,11,84,-9,0.112,0.203,81,high
Coffin,Lil Yachty,Lil Boat 3.5,11/27/2020,hip-hop,Gangster Rap,gangster,1.49,0.272,0.92,0.547,0,0,0.606,6,138.1,-5,0.024,0.1,70,high
BOOKER T,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,11/27/2020,hip-hop,Trap,trap,2.61,0.37,0.883,0.6,1,0.00001,0.691,7,113.9,-7.2,0.114,0.093,72,high
HACIENDO QUE ME AMAS,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,11/27/2020,latin,Chill Spanish Vibes,chill,3.63,0.084,0.584,0.411,0,0.00004,0.412,10,169.9,-7.1,0.869,0.096,71,high
TE MUDASTE,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,11/27/2020,latin,Reggaeton Hits,reggaeton,2.17,0.059,0.811,0.637,0,0.00057,0.471,10,92,-4.8,0.234,0.118,72,high
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",EL ÚLTIMO TOUR DEL MUNDO,11/27/2020,latin,Reggaeton Hits,reggaeton,3.39,0.286,0.856,0.618,1,0,0.391,7,82,-4.9,0.03,0.087,74,high
DÁKITI,"Bad Bunny, JHAYCO",EL ÚLTIMO TOUR DEL MUNDO,11/27/2020,latin,Reggaeton Hits,reggaeton,3.42,0.054,0.731,0.573,0,0.00005,0.145,4,109.9,-10.1,0.401,0.113,75,high
Drankin N Smokin,"Future, Lil Uzi Vert",Pluto x Baby Pluto,11/13/2020,hip-hop,Gangster Rap,gangster,3.56,0.342,0.752,0.658,1,0,0.387,0,152,-6.3,0.042,0.093,70,high
Armed & Dangerous,King Von,Welcome to O'Block,10/30/2020,hip-hop,Gangster Rap,gangster,2.04,0.319,0.696,0.592,1,0,0.232,1,188.1,-6.3,0.152,0.127,72,high
Essence (feat. Tems),"Wizkid, Tems",Made In Lagos,10/29/2020,ambient,Meditative Vibes,meditative,4.13,0.113,0.849,0.707,1,0.00001,0.602,0,104,-6,0.027,0.618,70,high
anything,Adrianne Lenker,songs,10/23/2020,folk,Indie Folk,indie,3.37,0.042,0.388,0.291,1,0.00002,0.51,3,83.9,-13,0.774,0.087,77,high
Baianá,Bakermat,The Ringmaster,10/9/2020,electronic,Techno Bunker,techno,3.01,0.071,0.587,0.722,0,0.668,0.466,2,122,-7,0.001,0.543,75,high
Runnin,"21 Savage, Metro Boomin",SAVAGE MODE II,10/2/2020,hip-hop,Gangster Rap,gangster,3.27,0.202,0.819,0.626,0,0.101,0.415,10,143,-4.6,0.007,0.167,78,high
Glock In My Lap,"21 Savage, Metro Boomin",SAVAGE MODE II,10/2/2020,hip-hop,Gangster Rap,gangster,3.23,0.16,0.847,0.733,0,0.00001,0.202,10,130,-6.4,0.006,0.151,80,high
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",SAVAGE MODE II,10/2/2020,hip-hop,Gangster Rap,gangster,3.17,0.097,0.825,0.733,0,0,0.62,1,98,-5.6,0.349,0.112,75,high
If You Love Her,Forest Blakk,If You Love Her,9/30/2020,pop,Soft Pop Hits,soft,3.62,0.035,0.286,0.445,1,0,0.278,6,50.8,-8.1,0.355,0.114,72,high
Free Mind,Tems,For Broken Ears,9/25/2020,ambient,Meditative Vibes,meditative,4.13,0.079,0.562,0.463,1,0.00015,0.416,6,125.2,-7.5,0.442,0.157,72,high
Higher,Tems,For Broken Ears,9/25/2020,ambient,Meditative Vibes,meditative,3.27,0.277,0.609,0.581,1,0,0.528,2,103,-10.9,0.509,0.283,72,high
Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",Brown Munde,9/18/2020,indian,Bhangra Bangers,bhangra,4.24,0.086,0.854,0.611,0,0,0.417,8,100,-6.3,0.223,0.119,68,high
The Business,Tiësto,The Business,9/16/2020,electronic,EDM Hits,modern,2.73,0.232,0.798,0.62,0,0.0192,0.235,8,120,-7.1,0.414,0.112,72,high
Una Locura,"Ozuna, J Balvin, Chencho Corleone",ENOC,9/4/2020,latin,Reggaeton Hits,reggaeton,3.84,0.043,0.714,0.761,0,0.00035,0.906,5,168,-4.6,0.139,0.241,69,high
Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",B4 The Storm,8/28/2020,arabic,Arab X,modern,3.26,0.079,0.8,0.658,0,0,0.462,1,140,-6.1,0.25,0.111,77,high
Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",Top Shotta,8/7/2020,arabic,Arab X,modern,2.89,0.227,0.867,0.744,1,0,0.645,2,84,-5.2,0.268,0.071,71,high
cardigan,Taylor Swift,folklore,7/24/2020,ambient,Dark Academia,academic,3.99,0.042,0.613,0.581,0,0.00035,0.551,0,130,-8.6,0.537,0.25,83,high
Wishing Well,Juice WRLD,Legends Never Die,7/10/2020,arabic,Arab X,modern,3.24,0.128,0.65,0.613,0,0,0.08,9,150,-6.1,0.003,0.267,76,high
Come & Go (with Marshmello),"Juice WRLD, Marshmello",Legends Never Die,7/10/2020,hip-hop,Melodic Rap,melodic,3.42,0.066,0.625,0.814,1,0,0.535,0,145,-5.2,0.017,0.158,75,high
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch",Shoot For The Stars Aim For The Moon,7/3/2020,hip-hop,Gangster Rap,gangster,3.36,0.104,0.49,0.618,1,0,0.286,1,99.7,-5.7,0.022,0.259,68,high
Oceans Apart,Ben Crosland,The Turn,6/19/2020,classical,Neo-Classical,neo-classical,1.31,0.06,0.396,0.056,0,0.935,0.278,9,95.2,-20.7,0.987,0.11,70,high
Waltz,Fabrizio Paterlini,Transitions III,6/5/2020,classical,Neo-Classical,neo-classical,1.08,0.044,0.27,0.052,0,0.953,0.199,8,87.6,-33.8,0.986,0.112,71,high
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",Emmanuel,5/29/2020,latin,Reggaeton Hits,reggaeton,4.1,0.111,0.691,0.765,1,0,0.855,8,174,-4.7,0.464,0.203,74,high
Martin & Gina,Polo G,THE GOAT,5/15/2020,arabic,Arab X,modern,2.21,0.253,0.832,0.534,0,0,0.116,1,93.9,-7.8,0.345,0.165,78,high
3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",Just Cause Y'all Waited 2,5/8/2020,hip-hop,Gangster Rap,gangster,2.83,0.359,0.846,0.48,0,0,0.419,8,143,-8.6,0.269,0.099,68,high
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,5/8/2020,pop,Soft Pop Hits,soft,3.81,0.042,0.597,0.45,1,0,0.537,8,178.8,-6.7,0.223,0.382,78,high
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",My Turn (Deluxe),5/1/2020,hip-hop,Trap,trap,3.03,0.293,0.926,0.542,1,0,0.564,1,135.1,-5.1,0.135,0.088,70,high
Low Down,Lil Baby,My Turn (Deluxe),5/1/2020,arabic,Arab X,modern,2.41,0.405,0.962,0.619,0,0,0.154,10,128,-5.6,0.035,0.083,72,high
Thinking 'Bout Love,Wild Rivers,Songs to Break Up To,5/1/2020,folk,Indie Folk,indie,3.32,0.033,0.733,0.324,1,0,0.388,5,141.8,-8.1,0.479,0.067,71,high
I'm God,"Clams Casino, Imogen Heap",Instrumental Relics,4/24/2020,electronic,Vaporwave Essentials,vaporwave,4.63,0.034,0.529,0.641,1,0.76,0.089,2,141.9,-6.8,0.071,0.102,74,high
The Adults Are Talking,The Strokes,The New Abnormal,4/10/2020,rock,Feel Good Indie Rock,feel-good,5.15,0.048,0.593,0.749,1,0.106,0.649,5,165,-5.7,0.011,0.314,77,high
Heartbreak Anniversary,Giveon,TAKE TIME,3/27/2020,pop,Soft Pop Hits,soft,3.31,0.079,0.449,0.465,1,0,0.543,0,89.1,-9,0.524,0.303,79,high
Heather,Conan Gray,Kid Krow,3/20/2020,pop,Soft Pop Hits,soft,3.3,0.033,0.357,0.425,1,0,0.27,5,102.1,-7.3,0.584,0.322,83,high
Control,Zoe Wees,Control,3/13/2020,pop,Soft Pop Hits,soft,3.85,0.031,0.6,0.465,1,0,0.068,4,113.8,-5,0.643,0.149,69,high
Took Her To The O,King Von,Levon James,3/6/2020,hip-hop,Gangster Rap,gangster,3.27,0.29,0.82,0.592,1,0,0.4,1,160,-7,0.015,0.121,78,high
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",YHLQMDLG,2/29/2020,latin,Reggaeton Hits,reggaeton,4.92,0.379,0.607,0.829,1,0,0.685,2,96.2,-4.1,0.01,0.107,72,high
A Tu Merced,Bad Bunny,YHLQMDLG,2/29/2020,latin,Reggaeton Hits,reggaeton,2.93,0.057,0.86,0.791,1,0.00011,0.887,0,92,-4.8,0.169,0.106,73,high
La Zona,Bad Bunny,YHLQMDLG,2/29/2020,latin,Reggaeton Hits,reggaeton,2.28,0.041,0.762,0.801,0,0.00007,0.81,1,94,-3.7,0.2,0.254,68,high
Yo Perreo Sola,Bad Bunny,YHLQMDLG,2/29/2020,latin,Reggaeton Hits,reggaeton,2.87,0.07,0.86,0.758,1,0.00007,0.453,11,97,-5.2,0.021,0.344,69,high
Una Vez,"Bad Bunny, Mora",YHLQMDLG,2/29/2020,latin,Reggaeton Hits,reggaeton,3.87,0.083,0.55,0.598,0,0,0.543,11,83.8,-5.4,0.132,0.096,74,high
Bichiyal,"Bad Bunny, Yaviah",YHLQMDLG,2/29/2020,latin,Reggaeton Hits,reggaeton,3.28,0.046,0.737,0.766,0,0.00001,0.662,10,94,-4.2,0.31,0.114,70,high
La Difícil,Bad Bunny,YHLQMDLG,2/29/2020,latin,Reggaeton Hits,reggaeton,2.72,0.086,0.685,0.848,0,0.00001,0.761,8,179.9,-4.6,0.086,0.078,70,high
Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,2/29/2020,latin,Reggaeton Hits,reggaeton,2.85,0.065,0.9,0.603,1,0,0.824,2,129.9,-5.3,0.402,0.134,74,high
Shayad,"Pritam, Arijit Singh",Love Aaj Kal (Original Motion Picture Soundtrack),2/14/2020,indian,Bollywood Butter,bollywood,4.13,0.034,0.483,0.468,1,0,0.319,8,135.9,-7.6,0.784,0.152,73,high
Borderline,Tame Impala,The Slow Rush,2/14/2020,indie,Australian Indie,australian,3.96,0.037,0.621,0.873,0,0.00001,0.873,5,98,-3.1,0.041,0.082,79,high
Is It True,Tame Impala,The Slow Rush,2/14/2020,indie,Australian Indie,australian,3.99,0.03,0.731,0.664,1,0.35,0.661,0,118,-5.5,0.003,0.133,68,high
Invincible,Pop Smoke,Meet The Woo 2,2/7/2020,hip-hop,Gangster Rap,gangster,2.13,0.336,0.548,0.732,0,0,0.612,11,142.8,-5.7,0.125,0.269,71,high
Clouded,Brent Faiyaz,Fuck The World,2/7/2020,r&b,R&B Hits,modern,1.84,0.056,0.583,0.344,1,0,0.581,2,65.2,-8.8,0.774,0.143,78,high
Been Away,Brent Faiyaz,Fuck The World,2/7/2020,r&b,R&B Hits,modern,3.73,0.298,0.602,0.5,1,0.00006,0.395,8,132.8,-9.4,0.477,0.295,75,high
Rehab (Winter In Paris),Brent Faiyaz,Fuck The World,2/7/2020,r&b,R&B Hits,modern,3.01,0.038,0.549,0.242,1,0.00008,0.286,5,144.2,-11.7,0.809,0.127,71,high
Mr. Glock,Key Glock,Yellow Tape,1/31/2020,hip-hop,Gangster Rap,gangster,2.45,0.352,0.804,0.946,1,0,0.745,7,150.1,-5.9,0.002,0.359,70,high
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1/17/2020,gaming,Top Gaming Tracks,modern,3.51,0.342,0.808,0.745,0,0,0.829,10,166,-5.3,0.145,0.292,81,high
Without Me,Halsey,Manic,1/17/2020,pop,Soft Pop Hits,soft,3.36,0.071,0.752,0.488,1,0.00001,0.533,6,136.1,-7.1,0.293,0.094,78,high
Inolvidable,"Ovy On The Drums, Beéle",Inolvidable,1/15/2020,latin,Chill Spanish Vibes,chill,3.76,0.057,0.84,0.543,1,0,0.74,0,139.9,-4.9,0.678,0.128,70,high
Lose You To Love Me,Selena Gomez,Rare,1/10/2020,pop,Soft Pop Hits,soft,3.44,0.043,0.516,0.342,1,0,0.099,4,102.8,-9,0.55,0.21,76,high
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",JACKBOYS,12/27/2019,hip-hop,Gangster Rap,gangster,3.02,0.344,0.594,0.676,1,0,0.472,2,143.5,-5.8,0.135,0.163,69,high
Breaking Me,"Topic, A7S",Breaking Me,12/19/2019,electronic,EDM Hits,modern,2.78,0.218,0.789,0.72,0,0,0.664,8,122,-5.7,0.223,0.129,72,high
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),12/13/2019,latin,Reggaeton Hits,reggaeton,4.83,0.069,0.771,0.769,0,0.00002,0.931,0,168,-3.5,0.18,0.345,68,high
In My Bed,"Rotimi, Wale",The Beauty of Becoming,12/13/2019,ambient,Meditative Vibes,meditative,3.09,0.187,0.637,0.501,0,0.00006,0.431,0,104,-6.1,0.229,0.099,68,high
Behind Every Decision,Yehezkel Raz,"Preludes, Book 2 - Torrents",12/10/2019,classical,Minimalism,modern,1.77,0.044,0.235,0.004,0,0.79,0.089,3,69.7,-37.8,0.995,0.096,70,high
6locc 6a6y,Lil Loaded,6locc 6a6y,12/6/2019,hip-hop,Gangster Rap,gangster,2.19,0.253,0.871,0.702,1,0,0.675,5,125.1,-8,0.296,0.091,69,high
The Box,Roddy Ricch,Please Excuse Me for Being Antisocial,12/6/2019,gaming,Top Gaming Tracks,modern,3.28,0.056,0.896,0.586,0,0,0.642,10,117,-6.7,0.104,0.79,81,high
ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),11/26/2019,electronic,EDM Hits,modern,2.94,0.089,0.674,0.774,0,0.00188,0.33,11,112.1,-7.6,0.069,0.393,73,high
Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),11/22/2019,pop,Soft Pop Hits,soft,3.59,0.058,0.459,0.574,1,0,0.183,3,111.9,-4.9,0.608,0.089,81,high
Suicidal,YNW Melly,Melly vs. Melvin,11/22/2019,hip-hop,Melodic Rap,melodic,3.72,0.069,0.735,0.369,0,0,0.235,9,140,-9.7,0.334,0.126,73,high
Mayores,"Becky G, Bad Bunny",MALA SANTA,10/18/2019,latin,Reggaeton Hits,reggaeton,3.39,0.045,0.746,0.836,0,0.00291,0.874,5,97,-4.3,0.145,0.116,70,high
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),10/17/2019,pop,Soft Pop Hits,soft,3.48,0.129,0.464,0.473,1,0,0.604,1,75.8,-10.1,0.866,0.109,72,high
F.N,Lil Tjay,True 2 Myself,10/11/2019,arabic,Arab X,modern,3.73,0.247,0.567,0.515,0,0,0.321,6,120.1,-10.3,0.354,0.078,73,high
Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",The Academy,10/11/2019,latin,Reggaeton Hits,reggaeton,3.54,0.324,0.535,0.71,0,0,0.523,1,92,-3,0.428,0.141,70,high
Someone To You,BANNERS,Where The Shadow Ends,10/4/2019,pop,Soft Pop Hits,soft,3.66,0.042,0.52,0.903,1,0,0.652,2,75,-5.5,0.005,0.254,74,high
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",10/4/2019,pop,Soft Pop Hits,soft,2.79,0.026,0.654,0.63,1,0,0.43,10,90,-4.6,0.153,0.111,70,high
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",KrING,10/4/2019,latin,Reggaeton Hits,reggaeton,3.83,0.362,0.714,0.671,1,0,0.641,5,169.7,-5.1,0.292,0.325,69,high
"Crazy Story, Pt. 3",King Von,"Grandson, Vol. 1",9/20/2019,hip-hop,Gangster Rap,gangster,3.19,0.261,0.729,0.73,0,0.00004,0.41,11,157,-5.1,0.002,0.118,75,high
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hollywood's Bleeding,9/6/2019,gaming,Top Gaming Tracks,modern,2.63,0.058,0.755,0.522,1,0,0.925,2,90,-4.4,0.533,0.069,82,high
Goodbyes (feat. Young Thug),"Post Malone, Young Thug",Hollywood's Bleeding,9/6/2019,arabic,Arab X,modern,2.91,0.081,0.547,0.653,1,0,0.163,5,150.1,-3.9,0.456,0.103,74,high
Circles,Post Malone,Hollywood's Bleeding,9/6/2019,pop,Soft Pop Hits,soft,3.59,0.04,0.695,0.763,1,0.00242,0.551,0,120,-3.5,0.189,0.086,83,high
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",Hollywood's Bleeding,9/6/2019,hip-hop,Melodic Rap,melodic,3.83,0.05,0.498,0.8,0,0,0.272,1,139.9,-2.7,0.09,0.147,73,high
Wow.,Post Malone,Hollywood's Bleeding,9/6/2019,hip-hop,Melodic Rap,melodic,2.49,0.212,0.829,0.538,0,0,0.389,11,100,-7.4,0.137,0.103,77,high
Khairiyat,"Pritam, Arijit Singh",Chhichhore,8/31/2019,indian,Bollywood Butter,bollywood,4.67,0.041,0.534,0.481,0,0,0.293,0,124.9,-9,0.697,0.142,71,high
Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller",I Used To Know Her,8/30/2019,r&b,R&B Hits,modern,4.21,0.267,0.45,0.352,0,0,0.408,1,102.7,-11.7,0.649,0.249,75,high
Ransom,Lil Tecca,We Love You Tecca,8/30/2019,gaming,Top Gaming Tracks,modern,2.19,0.287,0.745,0.642,0,0,0.226,7,180,-6.3,0.02,0.066,84,high
Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",Yacht Rock 2,8/30/2019,hip-hop,Chill Hop,chill,1.67,0.456,0.583,0.604,1,0,0.691,2,49.3,-8.4,0.735,0.724,68,high
Happiness is a butterfly,Lana Del Rey,Norman Fucking Rockwell!,8/30/2019,ambient,Dark Academia,academic,4.54,0.04,0.467,0.119,1,0,0.156,2,70.5,-11,0.969,0.097,73,high
How to disappear,Lana Del Rey,Norman Fucking Rockwell!,8/30/2019,ambient,Dark Academia,academic,3.8,0.035,0.538,0.304,1,0.00063,0.065,9,79,-11.8,0.613,0.164,70,high
Did It Again,Lil Tecca,We Love You Tecca,8/30/2019,hip-hop,Melodic Rap,melodic,1.94,0.191,0.686,0.561,0,0,0.186,10,148.8,-9.9,0.185,0.114,72,high
Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",We Love You Tecca,8/30/2019,hip-hop,Melodic Rap,melodic,2.85,0.289,0.684,0.671,0,0,0.45,2,180,-6.4,0.012,0.077,73,high
Fantasias,"Rauw Alejandro, Farruko",Fantasias,8/29/2019,latin,Reggaeton Hits,reggaeton,3.33,0.07,0.879,0.703,1,0,0.788,1,94,-4.2,0.143,0.057,71,high
Lover,Taylor Swift,Lover,8/23/2019,pop,Soft Pop Hits,soft,3.69,0.092,0.359,0.543,1,0.00002,0.453,7,68.5,-7.6,0.492,0.118,84,high
Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",Quality Control: Control The Streets Volume 2,8/16/2019,arabic,Arab X,modern,2.37,0.366,0.97,0.463,1,0,0.46,10,108,-7.3,0.096,0.151,72,high
Hell N Back,Bakar,Hell N Back,8/15/2019,rock,Feel Good Indie Rock,feel-good,3.56,0.591,0.633,0.684,0,0.00009,0.725,10,209.7,-4.3,0.314,0.112,71,high
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna","Yo x Ti, Tu x Mi",8/15/2019,latin,Reggaeton Hits,reggaeton,3.35,0.225,0.78,0.759,1,0.00087,0.579,1,92,-3.3,0.462,0.143,69,high
Bags,Clairo,Immunity,8/2/2019,pop,Bedroom Pop,bedroom,4.34,0.032,0.742,0.546,1,0.38,0.868,1,105,-7.7,0.172,0.115,78,high
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se da Remix,8/2/2019,latin,Reggaeton Hits,reggaeton,5.54,0.299,0.817,0.672,0,0,0.774,11,94,-5.6,0.441,0.13,72,high
Dior,Pop Smoke,Meet The Woo,7/26/2019,hip-hop,Gangster Rap,gangster,3.61,0.351,0.548,0.805,1,0.00041,0.649,7,142.1,-5.7,0.212,0.408,76,high
Ride It,Regard,Ride It,7/26/2019,electronic,EDM Hits,modern,2.63,0.087,0.88,0.751,0,0.00006,0.884,7,117.9,-4.3,0.177,0.106,80,high
Velitas,"Darell, Brytiago",Velitas,7/12/2019,latin,Reggaeton Hits,reggaeton,3.76,0.318,0.819,0.596,1,0,0.622,2,166,-7,0.225,0.138,70,high
I Think I'm OKAY (with YUNGBLUD & Travis Barker),"mgk, YUNGBLUD, Travis Barker",Hotel Diablo,7/5/2019,punk,Pop Punk Powerhouses,pop punk,2.82,0.038,0.628,0.744,1,0,0.277,7,119.9,-4.7,0.026,0.313,68,high
QUE PRETENDES,"J Balvin, Bad Bunny",OASIS,6/28/2019,latin,Reggaeton Hits,reggaeton,3.71,0.254,0.639,0.791,0,0,0.933,10,92.6,-4.4,0.028,0.362,75,high
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",OASIS,6/28/2019,latin,Reggaeton Hits,reggaeton,4.62,0.212,0.627,0.675,0,0,0.961,5,79.3,-7.1,0.125,0.078,75,high
